,Make,Model,Vehicle_Type,Engine_Capacity,Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),vehicle_age,Distance_Driven_Last_Month,Fuel_Consumed_Last_Month
205,CHEVROLET,EQUINOX,Four-Wheeler,3.6,6,A6,Petrol,13.9,9.6,12.0,24,276,5,860.0,103.2
206,CHEVROLET,EQUINOX,Four-Wheeler,3.6,6,A6,Electric,18.8,13.1,16.2,17,259,5,760.0,123.12
207,CHEVROLET,EQUINOX AWD,Four-Wheeler,2.4,4,A6,Petrol,11.5,8.2,10.0,28,230,4,740.0,74.0
208,CHEVROLET,EQUINOX AWD,Four-Wheeler,3.6,6,A6,Petrol,14.8,9.9,12.6,22,290,5,860.0,108.36
209,CHEVROLET,EQUINOX AWD,Four-Wheeler,3.6,6,A6,Electric,19.8,13.6,17.0,17,272,5,760.0,129.2
210,CHEVROLET,EXPRESS 1500 CARGO,Commercial,4.3,6,A4,Petrol,17.1,12.7,15.1,19,347,5,930.0,140.43
211,CHEVROLET,EXPRESS 1500 CARGO,Commercial,5.3,8,A4,Petrol,18.0,13.4,15.9,18,366,6,930.0,147.87
212,CHEVROLET,EXPRESS 1500 CARGO,Commercial,5.3,8,A4,Electric,23.5,17.7,20.9,14,334,6,830.0,173.47
213,CHEVROLET,EXPRESS 1500 CARGO AWD,Commercial,5.3,8,A4,Petrol,18.3,14.2,16.5,17,380,6,930.0,153.45
214,CHEVROLET,EXPRESS 1500 CARGO AWD,Commercial,5.3,8,A4,Electric,23.7,18.8,21.5,13,344,7,830.0,178.45
215,CHEVROLET,EXPRESS 1500 CARGO CONV,Commercial,5.3,8,A4,Petrol,18.6,13.9,16.5,17,380,6,930.0,153.45
216,CHEVROLET,EXPRESS 1500 CARGO CONV,Commercial,5.3,8,A4,Electric,23.9,18.5,21.5,13,344,7,830.0,178.45
217,CHEVROLET,EXPRESS 1500 CARGO CONV AWD,Commercial,5.3,8,A4,Petrol,18.3,14.2,16.5,17,380,6,930.0,153.45
218,CHEVROLET,EXPRESS 1500 CARGO CONV AWD,Commercial,5.3,8,A4,Electric,25.3,19.3,22.6,12,362,7,830.0,187.58
219,CHEVROLET,EXPRESS 1500 PASSENGER,Commercial,5.3,8,A4,Petrol,18.6,13.9,16.5,17,380,6,930.0,153.45
220,CHEVROLET,EXPRESS 1500 PASSENGER,Commercial,5.3,8,A4,Electric,23.9,18.5,21.5,13,344,7,830.0,178.45
221,CHEVROLET,EXPRESS 1500 PASSENGER AWD,Commercial,5.3,8,A4,Petrol,18.3,14.2,16.5,17,380,6,930.0,153.45
222,CHEVROLET,EXPRESS 1500 PASSENGER AWD,Commercial,5.3,8,A4,Electric,25.3,19.3,22.6,12,362,7,830.0,187.58
223,CHEVROLET,EXPRESS 2500 PASSENGER,Commercial,4.8,8,A6,Petrol,21.1,14.2,18.0,16,414,6,880.0,158.4
224,CHEVROLET,EXPRESS 2500 PASSENGER,Commercial,6.0,8,A6,Petrol,21.9,15.0,18.8,15,432,6,1000.0,188.0
225,CHEVROLET,EXPRESS 2500 PASSENGER,Commercial,6.0,8,A6,Electric,30.0,20.4,25.7,11,411,8,900.0,231.3
226,CHEVROLET,EXPRESS 3500 PASSENGER,Commercial,4.8,8,A6,Petrol,21.3,14.3,18.2,16,419,6,880.0,160.16
227,CHEVROLET,EXPRESS 3500 PASSENGER,Commercial,6.0,8,A6,Petrol,22.1,15.0,18.9,15,435,6,1000.0,189.0
228,CHEVROLET,EXPRESS 3500 PASSENGER,Commercial,6.0,8,A6,Electric,30.2,20.5,25.8,11,413,8,900.0,232.2
229,CHEVROLET,IMPALA,Four-Wheeler,2.5,4,AS6,Petrol,11.3,7.5,9.6,29,221,4,750.0,72.0
230,CHEVROLET,IMPALA,Four-Wheeler,3.6,6,AS6,Petrol,12.6,8.2,10.6,27,244,4,860.0,91.16
231,CHEVROLET,IMPALA,Four-Wheeler,3.6,6,AS6,Electric,16.7,11.3,14.3,20,229,5,760.0,108.68
232,CHEVROLET,IMPALA ECO,Four-Wheeler,2.4,4,AS6,Petrol,10.0,7.0,8.7,32,200,4,740.0,64.38
233,CHEVROLET,MALIBU,Four-Wheeler,2.0,4,AS6,Diesel,11.5,7.9,9.9,29,228,4,900.0,89.1
234,CHEVROLET,MALIBU,Four-Wheeler,2.5,4,AS6,Petrol,9.3,6.4,8.0,35,184,4,750.0,60.0
235,CHEVROLET,ORLANDO,Four-Wheeler,2.4,4,AS6,Petrol,12.2,8.6,10.6,27,244,4,740.0,78.44
236,CHEVROLET,ORLANDO,Four-Wheeler,2.4,4,M6,Petrol,11.8,8.3,10.2,28,235,4,740.0,75.47999999999999
237,CHEVROLET,SILVERADO,Commercial,4.3,6,A6,Petrol,13.4,9.9,11.8,24,271,5,930.0,109.74
238,CHEVROLET,SILVERADO,Commercial,4.3,6,A6,Electric,18.9,14.2,16.8,17,269,5,830.0,139.44
239,CHEVROLET,SILVERADO,Commercial,5.3,8,A6,Petrol,14.6,10.3,12.7,22,292,5,1030.0,130.81
240,CHEVROLET,SILVERADO,Commercial,5.3,8,A6,Electric,19.5,13.7,16.9,17,270,5,930.0,157.17
241,CHEVROLET,SILVERADO,Commercial,6.2,8,A6,Diesel,16.3,11.4,14.1,20,324,5,1320.0,186.12
242,CHEVROLET,SILVERADO 4WD,Commercial,4.3,6,A6,Petrol,14.2,10.6,12.6,22,290,5,930.0,117.18
243,CHEVROLET,SILVERADO 4WD,Commercial,4.3,6,A6,Electric,20.0,15.1,17.8,16,285,6,730.0,129.94
244,CHEVROLET,SILVERADO 4WD,Commercial,5.3,8,A6,Petrol,14.9,10.6,13.0,22,299,5,1030.0,133.9
245,CHEVROLET,SILVERADO 4WD,Commercial,5.3,8,A6,Electric,19.9,14.2,17.3,16,277,5,930.0,160.89
246,CHEVROLET,SILVERADO 4WD,Commercial,6.2,8,A6,Diesel,16.4,11.7,14.3,20,329,5,1320.0,188.76
247,CHEVROLET,SONIC,Four-Wheeler,1.4,4,AS6,Petrol,9.1,6.7,8.0,35,184,4,640.0,51.2
248,CHEVROLET,SONIC,Four-Wheeler,1.4,4,M6,Petrol,8.5,6.2,7.5,38,173,4,640.0,48.0
249,CHEVROLET,SONIC,Four-Wheeler,1.8,4,AS6,Petrol,9.6,6.6,8.3,34,191,4,680.0,56.44000000000001
250,CHEVROLET,SONIC,Four-Wheeler,1.8,4,M5,Petrol,8.9,6.7,7.9,36,182,4,680.0,53.72
251,CHEVROLET,SONIC RS,Four-Wheeler,1.4,4,AS6,Petrol,9.4,7.0,8.3,34,191,4,640.0,53.12
252,CHEVROLET,SONIC RS,Four-Wheeler,1.4,4,M6,Petrol,8.8,7.0,8.0,35,184,4,640.0,51.2
253,CHEVROLET,SONIC 5,Four-Wheeler,1.4,4,AS6,Petrol,9.1,6.7,8.0,35,184,4,640.0,51.2
254,CHEVROLET,SONIC 5,Four-Wheeler,1.4,4,M6,Petrol,8.5,6.2,7.5,38,172,4,640.0,48.0
255,CHEVROLET,SONIC 5,Four-Wheeler,1.8,4,AS6,Petrol,9.6,6.6,8.3,34,191,4,680.0,56.44000000000001
256,CHEVROLET,SONIC 5,Four-Wheeler,1.8,4,M5,Petrol,8.9,6.7,7.9,36,182,4,680.0,53.72
257,CHEVROLET,SONIC 5 RS,Four-Wheeler,1.4,4,AS6,Petrol,9.4,7.0,8.3,34,191,4,640.0,53.12
258,CHEVROLET,SONIC 5 RS,Four-Wheeler,1.4,4,M6,Petrol,8.8,7.0,8.0,35,184,4,640.0,51.2
259,CHEVROLET,SPARK,Four-Wheeler,1.2,4,AV,Petrol,7.7,6.0,6.9,41,159,4,620.0,42.78
260,CHEVROLET,SPARK,Four-Wheeler,1.2,4,M5,Petrol,7.6,6.0,6.9,41,159,4,620.0,42.78
261,CHEVROLET,SUBURBAN,Four-Wheeler,5.3,8,A6,Petrol,16.0,11.1,13.8,20,317,5,1030.0,142.14
262,CHEVROLET,SUBURBAN,Four-Wheeler,5.3,8,A6,Electric,21.5,14.6,18.4,15,294,6,830.0,152.71999999999997
263,CHEVROLET,SUBURBAN 4WD,Four-Wheeler,5.3,8,A6,Petrol,16.0,11.1,13.8,20,317,5,1030.0,142.14
264,CHEVROLET,SUBURBAN 4WD,Four-Wheeler,5.3,8,A6,Electric,21.5,14.6,18.4,15,294,6,830.0,152.71999999999997
265,CHEVROLET,TAHOE,Four-Wheeler,5.3,8,A6,Petrol,16.0,11.1,13.8,20,317,5,1030.0,142.14
266,CHEVROLET,TAHOE,Four-Wheeler,5.3,8,A6,Electric,21.5,14.6,18.4,15,294,6,830.0,152.71999999999997
267,CHEVROLET,TAHOE 4WD,Four-Wheeler,5.3,8,A6,Petrol,16.0,11.1,13.8,20,317,5,1030.0,142.14
268,CHEVROLET,TAHOE 4WD,Four-Wheeler,5.3,8,A6,Electric,21.5,14.6,18.4,15,294,6,830.0,152.71999999999997
269,CHEVROLET,TRAVERSE,Four-Wheeler,3.6,6,A6,Petrol,14.3,9.9,12.3,23,283,5,860.0,105.78
270,CHEVROLET,TRAVERSE AWD,Four-Wheeler,3.6,6,A6,Petrol,14.6,10.2,12.6,22,290,5,860.0,108.36
271,CHEVROLET,TRAX,Four-Wheeler,1.4,4,AS6,Petrol,9.4,7.1,8.4,34,193,4,640.0,53.76
272,CHEVROLET,TRAX,Four-Wheeler,1.4,4,M6,Petrol,9.1,6.8,8.1,35,186,4,640.0,51.84
273,CHEVROLET,TRAX AWD,Four-Wheeler,1.4,4,AS6,Petrol,10.0,7.8,9.0,31,207,4,640.0,57.6
274,CHRYSLER,300,Four-Wheeler,3.6,6,A8,Petrol,12.4,7.7,10.3,27,237,4,860.0,88.58
275,CHRYSLER,200 CONVERTIBLE,Four-Wheeler,2.4,4,A4,Petrol,11.7,8.2,10.1,28,232,4,740.0,74.74
276,CHRYSLER,200 CONVERTIBLE,Four-Wheeler,2.4,4,A6,Petrol,12.9,8.1,10.7,26,246,4,740.0,79.17999999999999
277,CHRYSLER,200 CONVERTIBLE FFV,Four-Wheeler,3.6,6,A6,Petrol,12.5,8.1,10.5,27,242,4,860.0,90.3
278,CHRYSLER,200 CONVERTIBLE FFV,Four-Wheeler,3.6,6,A6,Electric,17.0,11.2,14.4,20,230,5,760.0,109.44
279,CHRYSLER,200 SEDAN,Four-Wheeler,2.4,4,A4,Petrol,11.2,8.0,9.8,29,225,4,740.0,72.52000000000001
280,CHRYSLER,200 SEDAN,Four-Wheeler,2.4,4,A6,Petrol,12.0,7.6,10.0,28,230,4,740.0,74.0
281,CHRYSLER,200 SEDAN FFV,Four-Wheeler,3.6,6,A6,Petrol,12.5,8.1,10.5,27,242,4,860.0,90.3
282,CHRYSLER,200 SEDAN FFV,Four-Wheeler,3.6,6,A6,Electric,17.0,11.2,14.4,20,230,5,760.0,109.44
283,CHRYSLER,300 (MDS),Four-Wheeler,5.7,8,A5,Petrol,15.8,9.2,12.8,22,294,5,1070.0,136.96
284,CHRYSLER,300 AWD,Four-Wheeler,3.6,6,A8,Petrol,12.8,8.6,10.9,26,251,4,860.0,93.74
285,CHRYSLER,300 AWD (MDS),Four-Wheeler,5.7,8,A5,Petrol,16.1,10.0,13.4,21,308,5,1070.0,143.38
286,CHRYSLER,300 AWD FFV,Four-Wheeler,3.6,6,A8,Petrol,12.8,8.6,10.9,26,251,4,860.0,93.74
287,CHRYSLER,300 AWD FFV,Four-Wheeler,3.6,6,A8,Electric,17.3,11.7,14.8,19,237,5,760.0,112.48
288,CHRYSLER,300 FFV,Four-Wheeler,3.6,6,A8,Petrol,12.4,7.7,10.3,27,237,4,860.0,88.58
289,CHRYSLER,300 FFV,Four-Wheeler,3.6,6,A8,Electric,16.8,10.3,13.9,20,222,4,760.0,105.64
290,CHRYSLER,300 SRT (MDS),Four-Wheeler,6.4,8,A5,Diesel,16.7,10.3,13.8,20,317,5,1340.0,184.92
291,CHRYSLER,TOWN & COUNTRY FFV,Three-Wheeler,3.6,6,A6,Petrol,14.1,9.5,12.0,24,276,5,860.0,103.2
292,CHRYSLER,TOWN & COUNTRY FFV,Three-Wheeler,3.6,6,A6,Electric,19.7,13.3,16.8,17,269,5,760.0,127.68
293,DODGE,AVENGER,Four-Wheeler,2.4,4,A4,Petrol,11.2,8.0,9.8,29,225,4,740.0,72.52000000000001
294,DODGE,AVENGER,Four-Wheeler,2.4,4,A6,Petrol,12.0,7.6,10.0,28,230,4,740.0,74.0
295,DODGE,AVENGER FFV,Four-Wheeler,3.6,6,A6,Petrol,12.5,8.1,10.5,27,242,4,860.0,90.3
296,DODGE,AVENGER FFV,Four-Wheeler,3.6,6,A6,Electric,17.0,11.2,14.4,20,230,5,760.0,109.44
297,DODGE,CHALLENGER,Four-Wheeler,3.6,6,A5,Petrol,13.2,8.7,11.2,25,258,4,860.0,96.32
298,DODGE,CHALLENGER,Four-Wheeler,5.7,8,M6,Petrol,15.6,10.0,13.1,22,301,5,1070.0,140.17
299,DODGE,CHALLENGER (MDS),Four-Wheeler,5.7,8,A5,Petrol,15.8,9.2,12.8,22,294,5,1070.0,136.96
300,DODGE,CHALLENGER SRT,Four-Wheeler,6.4,8,M6,Diesel,16.8,10.4,13.9,20,320,5,1340.0,186.26
301,DODGE,CHALLENGER SRT (MDS),Four-Wheeler,6.4,8,A5,Diesel,16.7,10.3,13.8,20,317,5,1340.0,184.92
302,DODGE,CHARGER,Four-Wheeler,3.6,6,A5,Petrol,13.2,8.7,11.2,25,258,4,860.0,96.32
303,DODGE,CHARGER,Four-Wheeler,3.6,6,A8,Petrol,12.4,7.7,10.3,27,237,4,860.0,88.58
304,DODGE,CHARGER (MDS),Four-Wheeler,5.7,8,A5,Petrol,15.8,9.2,12.8,22,294,5,1070.0,136.96
305,DODGE,CHARGER AWD,Four-Wheeler,3.6,6,A8,Petrol,12.8,8.6,10.9,26,251,4,860.0,93.74
306,DODGE,CHARGER AWD (MDS),Four-Wheeler,5.7,8,A5,Petrol,16.1,10.0,13.4,21,308,5,1070.0,143.38
307,DODGE,CHARGER AWD FFV,Four-Wheeler,3.6,6,A8,Petrol,12.8,8.6,10.9,26,251,4,860.0,93.74
308,DODGE,CHARGER AWD FFV,Four-Wheeler,3.6,6,A8,Electric,17.3,11.7,14.8,19,237,5,760.0,112.48
309,DODGE,CHARGER FFV,Four-Wheeler,3.6,6,A5,Petrol,13.2,8.7,11.2,25,258,4,860.0,96.32
310,DODGE,CHARGER FFV,Four-Wheeler,3.6,6,A5,Electric,18.3,12.6,15.7,18,251,5,760.0,119.32
311,DODGE,CHARGER FFV,Four-Wheeler,3.6,6,A8,Petrol,12.3,7.6,10.2,28,235,4,860.0,87.72
312,DODGE,CHARGER FFV,Four-Wheeler,3.6,6,A8,Electric,16.8,10.3,13.9,20,222,4,760.0,105.64
313,DODGE,CHARGER SRT (MDS),Four-Wheeler,6.4,8,A5,Diesel,16.7,10.3,13.8,20,317,5,1340.0,184.92
314,DODGE,DART,Four-Wheeler,2.0,4,M6,Petrol,9.4,6.5,8.1,35,186,4,700.0,56.7
315,DODGE,DART,Four-Wheeler,2.4,4,A6,Petrol,10.1,6.8,8.6,33,198,4,740.0,63.64
316,DODGE,DART,Four-Wheeler,2.4,4,M6,Petrol,10.5,6.7,8.8,32,202,4,740.0,65.12
317,DODGE,DART FFV,Four-Wheeler,2.0,4,A6,Petrol,9.9,7.0,8.6,33,198,4,700.0,60.2
318,DODGE,DART FFV,Four-Wheeler,2.0,4,A6,Electric,14.2,9.8,12.2,23,195,4,600.0,73.2
319,DODGE,DART GT,Four-Wheeler,2.4,4,A6,Petrol,10.6,7.5,9.2,31,212,4,740.0,68.07999999999998
320,DODGE,DART GT,Four-Wheeler,2.4,4,M6,Petrol,10.2,7.0,8.8,32,202,4,740.0,65.12
321,DODGE,DART TURBO AERO,Four-Wheeler,1.4,4,AM6,Petrol,8.4,5.9,7.3,39,168,4,640.0,46.72
322,DODGE,DART TURBO AERO,Four-Wheeler,1.4,4,M6,Petrol,8.5,5.8,7.3,39,168,4,640.0,46.72
323,DODGE,DURANGO AWD (MDS),Four-Wheeler,5.7,8,A8,Petrol,17.3,10.8,14.4,20,331,5,1070.0,154.08
324,DODGE,DURANGO AWD FFV,Four-Wheeler,3.6,6,A8,Petrol,13.9,9.8,12.1,23,278,5,860.0,104.06
325,DODGE,DURANGO AWD FFV,Four-Wheeler,3.6,6,A8,Electric,17.7,13.0,15.6,18,250,5,760.0,118.56
326,DODGE,GRAND CARAVAN FFV,Three-Wheeler,3.6,6,A6,Petrol,13.7,9.4,11.8,24,271,4,860.0,101.48
327,DODGE,GRAND CARAVAN FFV,Three-Wheeler,3.6,6,A6,Electric,19.2,13.1,16.5,17,264,5,760.0,125.4
328,DODGE,JOURNEY,Four-Wheeler,2.4,4,A4,Petrol,12.7,9.1,11.1,25,255,4,740.0,82.14
329,DODGE,JOURNEY AWD,Four-Wheeler,3.6,6,A6,Petrol,14.5,9.9,12.4,23,285,5,860.0,106.64
330,DODGE,JOURNEY FFV,Four-Wheeler,3.6,6,A6,Petrol,14.2,9.4,12.0,24,276,4,860.0,103.2
331,DODGE,JOURNEY FFV,Four-Wheeler,3.6,6,A6,Electric,18.9,12.9,16.2,17,259,5,760.0,123.12
332,FIAT,500 ABARTH CABRIO,Four-Wheeler,1.4,4,M5,Petrol,8.5,6.9,7.8,36,179,4,640.0,49.92
333,FIAT,500 ABARTH HATCHBACK,Four-Wheeler,1.4,4,M5,Petrol,8.5,6.9,7.8,36,179,4,640.0,49.92
334,FIAT,500 CABRIO,Four-Wheeler,1.4,4,A6,Petrol,8.7,6.9,7.9,36,182,4,640.0,50.56
335,FIAT,500 CABRIO,Four-Wheeler,1.4,4,M5,Petrol,7.9,6.3,7.2,39,166,4,640.0,46.08
336,FIAT,500 CABRIO TURBO,Four-Wheeler,1.4,4,M5,Petrol,8.5,6.9,7.8,36,179,4,640.0,49.92
337,FIAT,500 HATCHBACK,Four-Wheeler,1.4,4,A6,Petrol,8.7,6.9,7.9,36,182,4,640.0,50.56
338,FIAT,500 HATCHBACK,Four-Wheeler,1.4,4,M5,Petrol,7.6,5.9,6.8,42,156,4,640.0,43.52
339,FIAT,500 HATCHBACK TURBO,Four-Wheeler,1.4,4,M5,Petrol,8.5,6.9,7.8,36,179,4,640.0,49.92
340,FIAT,500L TURBO,Four-Wheeler,1.4,4,AM6,Petrol,10.0,7.2,8.7,32,200,4,640.0,55.68
341,FIAT,500L TURBO,Four-Wheeler,1.4,4,M6,Petrol,9.3,7.2,8.4,34,193,4,640.0,53.76
342,FORD,C-MAX HYBRID,Four-Wheeler,2.0,4,AV,Petrol,5.6,6.4,6.0,47,138,4,700.0,42.0
343,FORD,E150 VAN FFV,Commercial,4.6,8,A4,Petrol,17.7,14.4,16.2,17,373,6,860.0,139.32
344,FORD,E150 VAN FFV,Commercial,4.6,8,A4,Electric,24.1,19.2,21.9,13,350,7,760.0,166.44
345,FORD,E150 VAN FFV,Commercial,5.4,8,A4,Petrol,19.3,14.7,17.2,16,396,6,940.0,161.68
346,FORD,E150 VAN FFV,Commercial,5.4,8,A4,Electric,24.9,19.6,22.5,13,360,7,840.0,189.0
347,FORD,E150 WAGON FFV,Commercial,4.6,8,A4,Petrol,18.6,14.6,16.8,17,386,6,860.0,144.48
348,FORD,E150 WAGON FFV,Commercial,4.6,8,A4,Electric,25.5,20.0,23.0,12,368,7,760.0,174.8
349,FORD,E350 WAGON,Commercial,6.8,10,A5,Petrol,23.9,17.8,21.2,13,488,7,1080.0,228.96
350,FORD,E350 WAGON FFV,Commercial,5.4,8,A4,Petrol,20.6,15.5,18.3,15,421,6,940.0,172.02
351,FORD,E350 WAGON FFV,Commercial,5.4,8,A4,Electric,26.7,20.5,23.9,12,382,7,840.0,200.76
352,FORD,EDGE,Four-Wheeler,2.0,4,A6,Petrol,11.3,7.9,9.8,29,225,4,700.0,68.60000000000001
353,FORD,EDGE,Four-Wheeler,3.5,6,AS6,Petrol,12.6,8.7,10.8,26,248,4,850.0,91.8
354,FORD,EDGE AWD,Four-Wheeler,3.5,6,AS6,Petrol,13.3,9.3,11.5,25,264,4,850.0,97.75
355,FORD,EDGE AWD,Four-Wheeler,3.7,6,AS6,Petrol,13.7,10.4,12.2,23,281,5,870.0,106.14
356,FORD,ESCAPE,Four-Wheeler,1.6,4,AS6,Petrol,10.4,7.4,9.1,31,209,4,660.0,60.06
357,FORD,ESCAPE,Four-Wheeler,2.0,4,AS6,Petrol,10.9,8.0,9.6,29,221,4,700.0,67.2
358,FORD,ESCAPE,Four-Wheeler,2.5,4,AS6,Petrol,10.9,7.5,9.4,30,216,4,750.0,70.5
359,FORD,ESCAPE AWD,Four-Wheeler,1.6,4,AS6,Petrol,10.5,7.9,9.3,30,214,4,660.0,61.38000000000001
360,FORD,ESCAPE AWD,Four-Wheeler,2.0,4,AS6,Petrol,11.2,8.5,10.0,28,230,4,700.0,70.0
361,FORD,EXPEDITION 4X4 FFV,Four-Wheeler,5.4,8,A6,Petrol,18.2,13.3,16.0,18,368,6,940.0,150.4
362,FORD,EXPEDITION 4X4 FFV,Four-Wheeler,5.4,8,A6,Electric,24.5,18.0,21.6,13,346,7,840.0,181.44
363,FORD,EXPLORER,Four-Wheeler,2.0,4,A6,Petrol,11.8,8.3,10.2,28,235,4,700.0,71.39999999999999
364,FORD,EXPLORER AWD,Four-Wheeler,3.5,6,AS6,Petrol,14.8,10.7,13.0,22,299,5,850.0,110.5
365,FORD,EXPLORER FFV,Four-Wheeler,3.5,6,AS6,Petrol,13.7,9.7,11.9,24,274,5,850.0,101.15
366,FORD,EXPLORER FFV,Four-Wheeler,3.5,6,AS6,Electric,18.3,12.9,15.9,18,254,5,750.0,119.25
367,FORD,EXPLORER FFV AWD,Four-Wheeler,3.5,6,AS6,Petrol,14.3,10.3,12.5,23,288,5,850.0,106.25
368,FORD,EXPLORER FFV AWD,Four-Wheeler,3.5,6,AS6,Electric,18.9,13.9,16.7,17,267,5,750.0,125.25
369,FORD,F-150,Commercial,3.5,6,A6,Petrol,14.5,10.6,12.7,22,292,5,850.0,107.95
370,FORD,F-150,Commercial,3.5,6,AS6,Petrol,14.6,10.6,12.8,22,294,5,850.0,108.8
371,FORD,F-150,Commercial,6.2,8,AS6,Petrol,18.3,12.9,15.9,18,366,6,1020.0,162.18
372,FORD,F-150 4X4,Commercial,3.5,6,A6,Petrol,15.9,11.3,13.8,20,317,5,850.0,117.3
373,FORD,F-150 4X4,Commercial,3.5,6,AS6,Petrol,15.4,11.0,13.4,21,308,5,850.0,113.9
374,FORD,F-150 4X4,Commercial,6.2,8,AS6,Petrol,20.1,14.4,17.5,16,402,6,1020.0,178.5
375,FORD,F-150 FFV,Commercial,3.7,6,A6,Petrol,14.0,10.3,12.3,23,283,5,870.0,107.01
376,FORD,F-150 FFV,Commercial,3.7,6,A6,Electric,18.8,13.7,16.5,17,264,5,770.0,127.05
377,FORD,F-150 FFV,Commercial,3.7,6,AS6,Petrol,14.0,10.3,12.3,23,283,5,870.0,107.01
378,FORD,F-150 FFV,Commercial,3.7,6,AS6,Electric,18.8,13.7,16.5,17,264,5,770.0,127.05
379,FORD,F-150 FFV,Commercial,5.0,8,A6,Petrol,16.4,12.3,14.6,19,336,5,1000.0,146.0
380,FORD,F-150 FFV,Commercial,5.0,8,A6,Electric,22.1,16.7,19.7,14,315,6,800.0,157.6
381,FORD,F-150 FFV,Commercial,5.0,8,AS6,Petrol,16.4,12.3,14.6,19,336,5,1000.0,146.0
382,FORD,F-150 FFV,Commercial,5.0,8,AS6,Electric,22.1,16.7,19.7,14,315,6,800.0,157.6
383,FORD,F-150 FFV 4X4,Commercial,3.7,6,A6,Petrol,15.0,11.4,13.4,21,308,5,870.0,116.58
384,FORD,F-150 FFV 4X4,Commercial,3.7,6,A6,Electric,20.2,15.3,18.0,16,288,6,670.0,120.6
385,FORD,F-150 FFV 4X4,Commercial,3.7,6,AS6,Petrol,15.0,11.4,13.4,21,308,5,870.0,116.58
386,FORD,F-150 FFV 4X4,Commercial,3.7,6,AS6,Electric,20.2,15.3,18.0,16,288,6,670.0,120.6
387,FORD,F-150 FFV 4X4,Commercial,5.0,8,A6,Petrol,16.8,12.6,14.9,19,343,5,1000.0,149.0
388,FORD,F-150 FFV 4X4,Commercial,5.0,8,A6,Electric,22.4,17.0,20.0,14,320,6,800.0,160.0
389,FORD,F-150 FFV 4X4,Commercial,5.0,8,AS6,Petrol,16.7,12.5,14.8,19,340,5,1000.0,148.0
390,FORD,F-150 FFV 4X4,Commercial,5.0,8,AS6,Electric,22.4,16.9,19.9,14,318,6,800.0,159.2
391,FORD,F-150 RAPTOR 4X4,Commercial,6.2,8,AS6,Petrol,20.4,15.0,18.0,16,414,6,1020.0,183.6
392,FORD,FIESTA,Four-Wheeler,1.6,4,AS6,Petrol,8.5,6.5,7.6,37,175,4,660.0,50.16
393,FORD,FIESTA,Four-Wheeler,1.6,4,M5,Petrol,8.6,6.4,7.6,37,175,4,660.0,50.16
394,FORD,FIESTA SFE,Four-Wheeler,1.0,4,M5,Petrol,7.5,5.5,6.6,43,152,3,600.0,39.6
395,FORD,FIESTA SFE,Four-Wheeler,1.6,4,AS6,Petrol,8.0,5.8,7.0,40,161,4,660.0,46.2
396,FORD,FIESTA ST,Four-Wheeler,1.6,4,M6,Petrol,8.9,6.8,8.0,35,184,4,660.0,52.8
397,FORD,FLEX,Four-Wheeler,3.5,6,AS6,Petrol,13.2,9.4,11.5,25,264,4,850.0,97.75
398,FORD,FLEX AWD,Four-Wheeler,3.5,6,AS6,Petrol,13.7,10.2,12.1,23,278,5,850.0,102.85
399,FORD,FLEX AWD (EcoBoost),Four-Wheeler,3.5,6,AS6,Petrol,14.8,10.4,12.8,22,294,5,850.0,108.8
400,FORD,FOCUS,Four-Wheeler,2.0,4,M6,Petrol,10.2,7.4,8.9,32,205,4,700.0,62.3
401,FORD,FOCUS FFV,Four-Wheeler,2.0,4,A6,Petrol,8.8,6.4,7.7,37,177,4,700.0,53.9
402,FORD,FOCUS FFV,Four-Wheeler,2.0,4,A6,Electric,11.7,8.5,10.3,27,165,4,600.0,61.8
403,FORD,FOCUS FFV,Four-Wheeler,2.0,4,AS6,Petrol,8.9,6.4,7.8,36,179,4,700.0,54.6
404,FORD,FOCUS FFV,Four-Wheeler,2.0,4,AS6,Electric,11.7,8.5,10.3,27,165,4,600.0,61.8
405,FORD,FOCUS FFV,Four-Wheeler,2.0,4,M5,Petrol,9.1,6.6,8.0,35,184,4,700.0,56.0
406,FORD,FOCUS FFV,Four-Wheeler,2.0,4,M5,Electric,11.9,8.9,10.6,27,170,4,600.0,63.6
407,FORD,FOCUS SFE FFV,Four-Wheeler,2.0,4,A6,Petrol,8.4,5.8,7.2,39,166,4,700.0,50.4
408,FORD,FOCUS SFE FFV,Four-Wheeler,2.0,4,A6,Electric,11.6,8.3,10.1,28,162,4,600.0,60.6
409,FORD,FUSION,Four-Wheeler,1.5,4,AS6,Petrol,10.1,6.6,8.5,33,196,4,650.0,55.25
410,FORD,FUSION,Four-Wheeler,1.6,4,M6,Petrol,9.4,6.4,8.1,35,186,4,660.0,53.46
411,FORD,FUSION,Four-Wheeler,2.0,4,AS6,Petrol,10.5,7.1,9.0,31,207,4,700.0,63.0
412,FORD,FUSION,Four-Wheeler,2.5,4,AS6,Petrol,10.5,7.0,8.9,32,205,4,750.0,66.75
413,FORD,FUSION (Start/Stop),Four-Wheeler,1.5,4,AS6,Petrol,9.5,6.3,8.1,35,186,4,650.0,52.65
414,FORD,FUSION AWD,Four-Wheeler,2.0,4,AS6,Petrol,10.9,7.5,9.4,30,216,4,700.0,65.8
